id,report_number,origin,sponsor_id,sponsor_name,sponsor_description,report_type,report_date,election_year,sponsor_address,sponsor_city,sponsor_state,sponsor_zip,sponsor_email,sponsor_phone,total_unitemized,total_cycle,expenditure_amount,expenditure_description,date_expense_obligated,date_advertising_presented,vendor_name,vendor_address,vendor_city,vendor_state,vendor_zipcode,url,sponsor_location,vendor_location,candidate_entity_id,candidate_candidacy_id,candidate_committee_id,candidate_filer_id,candidate_name,candidate_last_name,candidate_first_name,candidate_office,candidate_jurisdiction,candidate_party,portion_of_amount,for_or_against,filer_id,sponsor_entity_id,funders_name,date_received,amount,funders_address,funders_city,funders_state,funders_zipcode,funders_location,ballot_name,ballot_number,ballot_type,funders_first_name,funders_occupation,funders_employer,funders_employer_city,funders_employer_state,total_this_report
2926.expn,2057,C6.2 - Itemized Expenditures,295,WOMEN'S VOICES WOMEN'S VOTE ACTION FUND,"A business, union, group, association, organization, or other person using only general treasury funds.",Electioneering Communication,2008-10-28T00:00:00.000,2008,1707 L STREET NW #750,WASHINGTON,DC,20036,PHILLIPSM@DICKSTEINSHAPIRO.COM,202-420-3378,0.00,0.00,53842.88,DIRECT MAIL (NON-PARTISAN VOTER GUIDE),2008-10-14T00:00:00.000,2008-10-27T00:00:00.000,MSHC PARTNERS,"1155 15TH STREET, NW #300",WASHINGTON,DC,20005,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2057'},"{'type': 'Point', 'coordinates': [-77.03922, 38.90404]}","{'type': 'Point', 'coordinates': [-77.034311, 38.90509]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925.expn,2056,C6.2 - Itemized Expenditures,180,SIERRA CLUB HEALTHY COMMUNITIES FUND,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-28T00:00:00.000,2008,"180 NICKERSON STREET, SUITE 202",SEATTLE,WA,98109,CASCADEWAPAC@GMAIL.COM,206.632.7852,0.00,16892.50,3900.00,PRINTING AND MAILHOUSE,2008-10-21T00:00:00.000,2008-10-24T00:00:00.000,ECO GRAPHICS,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2056'},"{'type': 'Point', 'coordinates': [-122.35386, 47.64849]}",,,,,,,,,,,,,,,34067,,,,,,,,,,,,,,,,,
2924.expn,2056,C6.2 - Itemized Expenditures,180,SIERRA CLUB HEALTHY COMMUNITIES FUND,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-28T00:00:00.000,2008,"180 NICKERSON STREET, SUITE 202",SEATTLE,WA,98109,CASCADEWAPAC@GMAIL.COM,206.632.7852,0.00,16892.50,3180.81,POSTAGE,2008-10-19T00:00:00.000,2008-10-24T00:00:00.000,US POSTMASTER,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2056'},"{'type': 'Point', 'coordinates': [-122.35386, 47.64849]}",,,,,,,,,,,,,,,34067,,,,,,,,,,,,,,,,,
2923.expn,2055,C6.2 - Itemized Expenditures,289,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,A political committee filing C-5 reports. (RCW 42.17A.250),Electioneering Communication,2008-10-28T00:00:00.000,2008,1201 16TH STREET NW SUITE 420,WASHINGTON,DC,20036,DMILLER@NEA.ORG,(202) 822-7410,0.00,0.00,5516.80,PRODUCTION COSTS,2008-10-24T00:00:00.000,2008-10-27T00:00:00.000,THE NEW MEDIA FIRM INC,1634 EYE STREET NW STE 704,WASHINGTON,DC,20006,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2055'},"{'type': 'Point', 'coordinates': [-77.035981, 38.9061]}","{'type': 'Point', 'coordinates': [-77.038815, 38.9012]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2922.expn,2055,C6.2 - Itemized Expenditures,289,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,A political committee filing C-5 reports. (RCW 42.17A.250),Electioneering Communication,2008-10-28T00:00:00.000,2008,1201 16TH STREET NW SUITE 420,WASHINGTON,DC,20036,DMILLER@NEA.ORG,(202) 822-7410,0.00,0.00,10896.00,"RADIO BUY: KISC-FM ADULT CONTEMPORARY, 808 E SPRAGUE AVENUE, SPOKANE, WA 99202",2008-10-24T00:00:00.000,2008-10-27T00:00:00.000,THE NEW MEDIA FIRM INC,1634 EYE STREET NW STE 704,WASHINGTON,DC,20006,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2055'},"{'type': 'Point', 'coordinates': [-77.035981, 38.9061]}","{'type': 'Point', 'coordinates': [-77.038815, 38.9012]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921.expn,2055,C6.2 - Itemized Expenditures,289,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,A political committee filing C-5 reports. (RCW 42.17A.250),Electioneering Communication,2008-10-28T00:00:00.000,2008,1201 16TH STREET NW SUITE 420,WASHINGTON,DC,20036,DMILLER@NEA.ORG,(202) 822-7410,0.00,0.00,10896.00,"RADIO BUY: KIXZ-FM COUNTRY, 808 E. SPRAGUE SPOKANE, WA 99202",2008-10-24T00:00:00.000,2008-10-27T00:00:00.000,THE NEW MEDIA FIRM INC,1634 EYE STREET NW SUTE 704,WASHINGTON,DC,20006,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2055'},"{'type': 'Point', 'coordinates': [-77.035981, 38.9061]}","{'type': 'Point', 'coordinates': [-77.038815, 38.9012]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920.expn,2055,C6.2 - Itemized Expenditures,289,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,A political committee filing C-5 reports. (RCW 42.17A.250),Electioneering Communication,2008-10-28T00:00:00.000,2008,1201 16TH STREET NW SUITE 420,WASHINGTON,DC,20036,DMILLER@NEA.ORG,(202) 822-7410,0.00,0.00,8755.20,"RADIO BUY: KXLY-FM ADULT ALTERNATIVE, 500 W BOONE AVE, SPOKANE, WA 99201",2008-10-24T00:00:00.000,2008-10-27T00:00:00.000,THE NEW MEDIA FIRM INC,1634 EYE STREET NW STE 704,WASHINGTON,DC,20006,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2055'},"{'type': 'Point', 'coordinates': [-77.035981, 38.9061]}","{'type': 'Point', 'coordinates': [-77.038815, 38.9012]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2919.expn,2055,C6.2 - Itemized Expenditures,289,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,A political committee filing C-5 reports. (RCW 42.17A.250),Electioneering Communication,2008-10-28T00:00:00.000,2008,1201 16TH STREET NW SUITE 420,WASHINGTON,DC,20036,DMILLER@NEA.ORG,(202) 822-7410,0.00,0.00,8208.00,"RADIO BUY: KZZU-FM HOT AC, 500 WEST BOONE AVENUE, SPOKANE, WA 99201",2008-10-24T00:00:00.000,2008-10-27T00:00:00.000,THE NEW MEDIA FIRM INC,1634 EYE STREET NW STE 704,WASHINGTON,DC,20006,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2055'},"{'type': 'Point', 'coordinates': [-77.035981, 38.9061]}","{'type': 'Point', 'coordinates': [-77.038815, 38.9012]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2918.expn,2055,C6.2 - Itemized Expenditures,289,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,A political committee filing C-5 reports. (RCW 42.17A.250),Electioneering Communication,2008-10-28T00:00:00.000,2008,1201 16TH STREET NW SUITE 420,WASHINGTON,DC,20036,DMILLER@NEA.ORG,(202) 822-7410,0.00,0.00,10358.40,"RADIO BUY: KBBD-FM ADULT HITS, 1601 EAST 57TH AVENUE, SPOKANE, WA 99223",2008-10-24T00:00:00.000,2008-10-27T00:00:00.000,THE NEW MEDIA FIRM INC,1634 EYE STREET NW STE 704,WASHINGTON,DC,20006,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2055'},"{'type': 'Point', 'coordinates': [-77.035981, 38.9061]}","{'type': 'Point', 'coordinates': [-77.038815, 38.9012]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2917.expn,2055,C6.2 - Itemized Expenditures,289,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,A political committee filing C-5 reports. (RCW 42.17A.250),Electioneering Communication,2008-10-28T00:00:00.000,2008,1201 16TH STREET NW SUITE 420,WASHINGTON,DC,20036,DMILLER@NEA.ORG,(202) 822-7410,0.00,0.00,8208.00,"RADIO BUY: KDRK-FM COUNTRY, 1601 EAST 57TH AVENUE, SPOKANE, WA 99223 ",2008-10-24T00:00:00.000,2008-10-27T00:00:00.000,THE NEW MEDIA FIRM INC,1634 EYE STREET NW STE 704,WASHINGTON,DC,20006,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2055'},"{'type': 'Point', 'coordinates': [-77.035981, 38.9061]}","{'type': 'Point', 'coordinates': [-77.038815, 38.9012]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2916.expn,2055,C6.2 - Itemized Expenditures,289,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,A political committee filing C-5 reports. (RCW 42.17A.250),Electioneering Communication,2008-10-28T00:00:00.000,2008,1201 16TH STREET NW SUITE 420,WASHINGTON,DC,20036,DMILLER@NEA.ORG,(202) 822-7410,0.00,0.00,10896.00,"RADIO BUY: KKZX-FM CLASSIC ROCK, 808 EAST SPRAGUE AVENUE; SPOKANE, WA 99202",2008-10-24T00:00:00.000,2008-10-27T00:00:00.000,THE NEW MEDIA FIRM INC,1634 EYE STREET NW SUITE 704,WASHINGTON,DC,20006,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2055'},"{'type': 'Point', 'coordinates': [-77.035981, 38.9061]}","{'type': 'Point', 'coordinates': [-77.038815, 38.9012]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2915.expn,2055,C6.2 - Itemized Expenditures,289,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,A political committee filing C-5 reports. (RCW 42.17A.250),Electioneering Communication,2008-10-28T00:00:00.000,2008,1201 16TH STREET NW SUITE 420,WASHINGTON,DC,20036,DMILLER@NEA.ORG,(202) 822-7410,0.00,0.00,19656.00,"RADIO BUY: KZOK-FM CLASSIC ROCK, 1000 DEXTER AVE. N., SEATTLE, WA 98109",2008-10-24T00:00:00.000,2008-10-27T00:00:00.000,THE NEW MEDIA FIRM INC,1634 EYE STREET NW SUITE 704,WASHINGTON,DC,20006,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2055'},"{'type': 'Point', 'coordinates': [-77.035981, 38.9061]}","{'type': 'Point', 'coordinates': [-77.038815, 38.9012]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914.expn,2055,C6.2 - Itemized Expenditures,289,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,A political committee filing C-5 reports. (RCW 42.17A.250),Electioneering Communication,2008-10-28T00:00:00.000,2008,1201 16TH STREET NW SUITE 420,WASHINGTON,DC,20036,DMILLER@NEA.ORG,(202) 822-7410,0.00,0.00,20544.00,"RADIO BUY: KUBE-FM RHYTHMIC, 351 ELLIOTT AVE WEST SUITE 300, SEATTLE, WA 98119",2008-10-24T00:00:00.000,2008-10-27T00:00:00.000,THE NEW MEDIA FIRM INC,1634 EYE STREET NW STE 704,WASHINGTON,DC,20006,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2055'},"{'type': 'Point', 'coordinates': [-77.035981, 38.9061]}","{'type': 'Point', 'coordinates': [-77.038815, 38.9012]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913.expn,2055,C6.2 - Itemized Expenditures,289,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,A political committee filing C-5 reports. (RCW 42.17A.250),Electioneering Communication,2008-10-28T00:00:00.000,2008,1201 16TH STREET NW SUITE 420,WASHINGTON,DC,20036,DMILLER@NEA.ORG,(202) 822-7410,0.00,0.00,23184.00,"RADIO BUY: KRWM-FM SOFT ROCK, 3650 131ST AVE SE STE 550, BELLEVUE, WA 98006",2008-10-24T00:00:00.000,2008-10-27T00:00:00.000,THE NEW MEDIA FIRM INC,1634 EYE STREET NW SUITE 704,WASHINGTON,DC,20006,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2055'},"{'type': 'Point', 'coordinates': [-77.035981, 38.9061]}","{'type': 'Point', 'coordinates': [-77.038815, 38.9012]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912.expn,2055,C6.2 - Itemized Expenditures,289,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,A political committee filing C-5 reports. (RCW 42.17A.250),Electioneering Communication,2008-10-28T00:00:00.000,2008,1201 16TH STREET NW SUITE 420,WASHINGTON,DC,20036,DMILLER@NEA.ORG,(202) 822-7410,0.00,0.00,15888.00,"RADIO BUY: KQMV-FM RHYTHMIC, 3650 131ST AVE. SE, SUITE 550, BELLEVUE, WA 98006 ",2008-10-24T00:00:00.000,2008-10-27T00:00:00.000,THE NEW MEDIA FIRM INC,1634 EYE STREET NW SUITE 704,WASHINGTON,DC,20006,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2055'},"{'type': 'Point', 'coordinates': [-77.035981, 38.9061]}","{'type': 'Point', 'coordinates': [-77.038815, 38.9012]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911.expn,2055,C6.2 - Itemized Expenditures,289,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,A political committee filing C-5 reports. (RCW 42.17A.250),Electioneering Communication,2008-10-28T00:00:00.000,2008,1201 16TH STREET NW SUITE 420,WASHINGTON,DC,20036,DMILLER@NEA.ORG,(202) 822-7410,0.00,0.00,26448.00,"RADIO BUY: KPLZ-FM HOT AC, 140 4TH AVE N, SEATTLE, WA 98109",2008-10-24T00:00:00.000,2008-10-27T00:00:00.000,THE NEW MEDIA FIRM INC,1634 EYE STREET NW SUITE 704,WASHINGTON,DC,20006,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2055'},"{'type': 'Point', 'coordinates': [-77.035981, 38.9061]}","{'type': 'Point', 'coordinates': [-77.038815, 38.9012]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910.expn,2055,C6.2 - Itemized Expenditures,289,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,A political committee filing C-5 reports. (RCW 42.17A.250),Electioneering Communication,2008-10-28T00:00:00.000,2008,1201 16TH STREET NW SUITE 420,WASHINGTON,DC,20036,DMILLER@NEA.ORG,(202) 822-7410,0.00,0.00,9350.40,"RADIO BUY: KNDD-FM MODERN ROCK, 1100 OLIVE WAY, SUITE 1650, SEATTLE, WA 98101",2008-10-24T00:00:00.000,2008-10-27T00:00:00.000,THE NEW MEDIA FIRM INC,1634 EYE STREET NW SUITE 704,WASHINGTON,DC,20006,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2055'},"{'type': 'Point', 'coordinates': [-77.035981, 38.9061]}","{'type': 'Point', 'coordinates': [-77.038815, 38.9012]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909.expn,2055,C6.2 - Itemized Expenditures,289,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,A political committee filing C-5 reports. (RCW 42.17A.250),Electioneering Communication,2008-10-28T00:00:00.000,2008,1201 16TH STREET NW SUITE 420,WASHINGTON,DC,20036,DMILLER@NEA.ORG,(202) 822-7410,0.00,0.00,17280.00,"RADIO BUY: KMTT-FM ADULT ALTERNATIVE, 1100 OLIVE WAY SUITE 1650, SEATTLE, WA 98101",2008-10-24T00:00:00.000,2008-10-27T00:00:00.000,THE NEW MEDIA FIRM INC,1634 EYE STREET NW SUITE 704,WASHINGTON,DC,20006,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2055'},"{'type': 'Point', 'coordinates': [-77.035981, 38.9061]}","{'type': 'Point', 'coordinates': [-77.038815, 38.9012]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908.expn,2055,C6.2 - Itemized Expenditures,289,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,A political committee filing C-5 reports. (RCW 42.17A.250),Electioneering Communication,2008-10-28T00:00:00.000,2008,1201 16TH STREET NW SUITE 420,WASHINGTON,DC,20036,DMILLER@NEA.ORG,(202) 822-7410,0.00,0.00,35448.00,"RADIO BUY: KMPS-FM COUNTRY, PO BOX 24888, SEATTLE, WA 98124",2008-10-24T00:00:00.000,2008-10-27T00:00:00.000,THE NEW MEDIA FIRM INC,1634 EYE STREET NW SUITE 704,WASHINGTON,DC,20006,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2055'},"{'type': 'Point', 'coordinates': [-77.035981, 38.9061]}","{'type': 'Point', 'coordinates': [-77.038815, 38.9012]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2907.expn,2055,C6.2 - Itemized Expenditures,289,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,A political committee filing C-5 reports. (RCW 42.17A.250),Electioneering Communication,2008-10-28T00:00:00.000,2008,1201 16TH STREET NW SUITE 420,WASHINGTON,DC,20036,DMILLER@NEA.ORG,(202) 822-7410,0.00,0.00,21216.00,"RADIO BUY: KKWF-FM COUNTRY, 1100 OLIVE WAY, SUITE 1650, SEATTLE, WA 98101",2008-10-24T00:00:00.000,2008-10-27T00:00:00.000,THE NEW MEDIA FIRM INC,1634 EYE STREET NW STE 704,WASHINGTON,DC,20006,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2055'},"{'type': 'Point', 'coordinates': [-77.035981, 38.9061]}","{'type': 'Point', 'coordinates': [-77.038815, 38.9012]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906.expn,2055,C6.2 - Itemized Expenditures,289,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,A political committee filing C-5 reports. (RCW 42.17A.250),Electioneering Communication,2008-10-28T00:00:00.000,2008,1201 16TH STREET NW SUITE 420,WASHINGTON,DC,20036,DMILLER@NEA.ORG,(202) 822-7410,0.00,0.00,12960.00,"RADIO BUY: KJR-FM CLASSIC HITS, 351 ELLIOTT AVE WEST SUITE 300, SEATTLE, WA 98119",2008-10-24T00:00:00.000,2008-10-27T00:00:00.000,THE NEW MEDIA FIRM INC,1634 EYE STREET NW STE 704,WASHINGTON,DC,20003,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2055'},"{'type': 'Point', 'coordinates': [-77.035981, 38.9061]}","{'type': 'Point', 'coordinates': [-76.99935, 38.88011]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905.expn,2055,C6.2 - Itemized Expenditures,289,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,A political committee filing C-5 reports. (RCW 42.17A.250),Electioneering Communication,2008-10-28T00:00:00.000,2008,1201 16TH STREET NW SUITE 420,WASHINGTON,DC,20036,DMILLER@NEA.ORG,(202) 822-7410,0.00,0.00,13363.20,"RADIO BUY: KJAQ-FM ADULT HITS, 1000 DEXTER AVE. N., SEATTLE, WA 98109",2008-10-24T00:00:00.000,2008-10-27T00:00:00.000,THE NEW MEDIA FIRM INC,1634 EYE STREET NW STE 704,WASHINGTON,DC,20006,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2055'},"{'type': 'Point', 'coordinates': [-77.035981, 38.9061]}","{'type': 'Point', 'coordinates': [-77.038815, 38.9012]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904.expn,2055,C6.2 - Itemized Expenditures,289,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,A political committee filing C-5 reports. (RCW 42.17A.250),Electioneering Communication,2008-10-28T00:00:00.000,2008,1201 16TH STREET NW SUITE 420,WASHINGTON,DC,20036,DMILLER@NEA.ORG,(202) 822-7410,0.00,0.00,34320.00,"RADIO BUY: KISW-FM ROCK, 1100 OLIVE WAY SUITE 1650, SEATTLE, WA 98101",2008-10-24T00:00:00.000,2008-10-27T00:00:00.000,THE NEW MEDIA FIRM INC,1634 EYE STREET NW STE 704,WASHINGTON,DC,20006,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2055'},"{'type': 'Point', 'coordinates': [-77.035981, 38.9061]}","{'type': 'Point', 'coordinates': [-77.038815, 38.9012]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903.expn,2055,C6.2 - Itemized Expenditures,289,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,A political committee filing C-5 reports. (RCW 42.17A.250),Electioneering Communication,2008-10-28T00:00:00.000,2008,1201 16TH STREET NW SUITE 420,WASHINGTON,DC,20036,DMILLER@NEA.ORG,(202) 822-7410,0.00,0.00,24528.00,"RADIO BUY: KIRO-AM NEWS/TALK, 1820 EASTLAKE AVENUE EAST, SEATTLE WA 98102",2008-10-24T00:00:00.000,2008-10-27T00:00:00.000,THE NEW MEDIA FIRM INC,1634 EYE STREET NW STE. 704,WASHINGTON,DC,20006,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2055'},"{'type': 'Point', 'coordinates': [-77.035981, 38.9061]}","{'type': 'Point', 'coordinates': [-77.038815, 38.9012]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901.expn,2053,C6.2 - Itemized Expenditures,253,WA ST RGA PAC,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-28T00:00:00.000,2008,"1747 PENNSYLVANIA AVE. NW, SUITE 250",WASHINGTON,DC,20006,MADAMS@RGA.ORG,202-662-4162,0.00,4038901.08,390.00,FEDEX REIMBURSEMENT,2008-10-27T00:00:00.000,2008-10-29T00:00:00.000,CROSSROADS MEDIA LLC,"66 CANAL CENTER PLAZA, #555",ALEXANDRIA,VA,22314,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2053'},"{'type': 'Point', 'coordinates': [-77.040951, 38.89965]}","{'type': 'Point', 'coordinates': [-77.038961, 38.81385]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900.expn,2053,C6.2 - Itemized Expenditures,253,WA ST RGA PAC,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-28T00:00:00.000,2008,"1747 PENNSYLVANIA AVE. NW, SUITE 250",WASHINGTON,DC,20006,MADAMS@RGA.ORG,202-662-4162,0.00,4038901.08,35647.00,BRABENDER COX - AD PRODUCTION COMMISSION,2008-10-27T00:00:00.000,2008-10-29T00:00:00.000,CROSSROADS MEDIA LLC,"66 CANAL CENTER PLAZA, #555",ALEXANDRIA,VA,22314,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2053'},"{'type': 'Point', 'coordinates': [-77.040951, 38.89965]}","{'type': 'Point', 'coordinates': [-77.038961, 38.81385]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899.expn,2053,C6.2 - Itemized Expenditures,253,WA ST RGA PAC,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-28T00:00:00.000,2008,"1747 PENNSYLVANIA AVE. NW, SUITE 250",WASHINGTON,DC,20006,MADAMS@RGA.ORG,202-662-4162,0.00,4038901.08,35647.00,MEDIA BUYER COMMISSION,2008-10-27T00:00:00.000,2008-10-29T00:00:00.000,CROSSROADS MEDIA LLC,"66 CANAL CENTER PLAZA, #555",ALEXANDRIA,VA,22314,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2053'},"{'type': 'Point', 'coordinates': [-77.040951, 38.89965]}","{'type': 'Point', 'coordinates': [-77.038961, 38.81385]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898.expn,2053,C6.2 - Itemized Expenditures,253,WA ST RGA PAC,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-28T00:00:00.000,2008,"1747 PENNSYLVANIA AVE. NW, SUITE 250",WASHINGTON,DC,20006,MADAMS@RGA.ORG,202-662-4162,0.00,4038901.08,9090.75,CABLE TV BUY: SPOKANE- COMCAST 100%,2008-10-27T00:00:00.000,2008-10-29T00:00:00.000,CROSSROADS MEDIA LLC,"66 CANAL CENTER PLAZA, #555",ALEXANDRIA,VA,22314,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2053'},"{'type': 'Point', 'coordinates': [-77.040951, 38.89965]}","{'type': 'Point', 'coordinates': [-77.038961, 38.81385]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897.expn,2053,C6.2 - Itemized Expenditures,253,WA ST RGA PAC,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-28T00:00:00.000,2008,"1747 PENNSYLVANIA AVE. NW, SUITE 250",WASHINGTON,DC,20006,MADAMS@RGA.ORG,202-662-4162,0.00,4038901.08,68811.75,CABLE TV BUY: SEATTLE- COMCAST 59% WAVE 28% MEGAVAIL 3% CLICK! 8% RAINIER 2%,2008-10-27T00:00:00.000,2008-10-29T00:00:00.000,CROSSROADS MEDIA LLC,"66 CANAL CENTER PLAZA, #555",ALEXANDRIA,VA,22314,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2053'},"{'type': 'Point', 'coordinates': [-77.040951, 38.89965]}","{'type': 'Point', 'coordinates': [-77.038961, 38.81385]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896.expn,2053,C6.2 - Itemized Expenditures,253,WA ST RGA PAC,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-28T00:00:00.000,2008,"1747 PENNSYLVANIA AVE. NW, SUITE 250",WASHINGTON,DC,20006,MADAMS@RGA.ORG,202-662-4162,0.00,4038901.08,36830.50,BROADCAST TV BUY: YAKIMA- KAPP 25% KCYU 9% KIMA 34% KNDO 32%,2008-10-27T00:00:00.000,2008-10-29T00:00:00.000,CROSSROADS MEDIA LLC,"66 CANAL CENTER PLAZA, #555",ALEXANDRIA,VA,22314,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2053'},"{'type': 'Point', 'coordinates': [-77.040951, 38.89965]}","{'type': 'Point', 'coordinates': [-77.038961, 38.81385]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895.expn,2053,C6.2 - Itemized Expenditures,253,WA ST RGA PAC,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-28T00:00:00.000,2008,"1747 PENNSYLVANIA AVE. NW, SUITE 250",WASHINGTON,DC,20006,MADAMS@RGA.ORG,202-662-4162,0.00,4038901.08,76508.50,BROADCAST TV BUY: SPOKANE- KAYU 11% KHQ 40% KREM 28% KSKN 1% KXLY 20%,2008-10-27T00:00:00.000,2008-10-29T00:00:00.000,CROSSROADS MEDIA LLC,"66 CANAL CENTER PLAZA, #555",ALEXANDRIA,VA,22314,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-2053'},"{'type': 'Point', 'coordinates': [-77.040951, 38.89965]}","{'type': 'Point', 'coordinates': [-77.038961, 38.81385]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
