id,report_number,origin,sponsor_entity_id,sponsor_id,sponsor_name,sponsor_description,report_type,report_date,election_year,sponsor_address,sponsor_city,sponsor_state,sponsor_zip,sponsor_email,total_unitemized,total_cycle,total_this_report,expenditure_amount,expenditure_description,date_expense_obligated,date_advertising_presented,vendor_name,vendor_address,vendor_city,vendor_state,vendor_zipcode,url,candidate_entity_id,candidate_candidacy_id,candidate_committee_id,candidate_filer_id,candidate_name,candidate_last_name,candidate_office,candidate_jurisdiction,portion_of_amount,for_or_against,filer_id,funders_name,date_received,amount,funders_address,funders_city,funders_state,funders_zipcode,candidate_first_name,candidate_party,vendor_location,ballot_name,ballot_number,ballot_type,sponsor_location,sponsor_phone,funders_location,funders_first_name,funders_occupation,funders_employer,funders_employer_city,funders_employer_state
30550.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},1440,688943,31395,PAVOG  057,ARMONDO ARMONDO PAVONE ,ARMONDO PAVONE,MAYOR,CITY OF RENTON,130.74,For,PAVOG  057,,,,,,,,ARMONDO,NON PARTISAN,,,,,,,,,,,,
30549.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},36433,1282345,34623,RUIZC--908, CARLOS RUIZ ,CARLOS RUIZ,SCHOOL DIRECTOR,HIGHLINE SD 401,196.10,For,RUIZC--908,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30548.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},159,689335,31994,PETES  026,STROM STROM PETERSON ,STROM PETERSON,COUNTY COUNCIL MEMBER,SNOHOMISH CO,196.10,For,PETES  026,,,,,,,,STROM,DEMOCRATIC,,,,,,,,,,,,
30547.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},2621,689247,31890,ORAND  665,DONALD DONALD J ORANGE ,DONALD J ORANGE,PORT COMMISSIONER,PORT OF VANCOUVER,261.47,For,ORAND  665,,,,,,,,DONALD,NON PARTISAN,,,,,,,,,,,,
30546.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},1400,25619,24746,ZAHIG  102,GIRMAY GIRMAY ZAHILAY ,GIRMAY ZAHILAY,COUNTY COUNCIL MEMBER,KING CO,261.47,For,ZAHIG  102,,,,,,,,GIRMAY,NON PARTISAN,,,,,,,,,,,,
30545.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},25898,688961,31427,TANKD  266,DONNELL DONNELL TANKSLEY ,DONNELL TANKSLEY,COUNTY SHERIFF,WHATCOM CO,326.84,For,TANKD  266,,,,,,,,DONNELL,NON PARTISAN,,,,,,,,,,,,
30544.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},35421,688953,31418,JOHNS--997, SUSANNA K JOHNSON ,SUSANNA K JOHNSON,COUNTY SHERIFF,SNOHOMISH CO,719.04,For,JOHNS--997,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30543.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},1191,25612,24719,BALDC  007,CLAUDIA CLAUDIA BALDUCCI ,CLAUDIA BALDUCCI,COUNTY COUNCIL MEMBER,KING CO,392.21,For,BALDC  007,,,,,,,,CLAUDIA,NON PARTISAN,,,,,,,,,,,,
30542.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},1131,25718,24902,ANG K  405,KRISTIN KRISTIN ANG ,KRISTIN ANG,PORT COMMISSIONER,PORT OF TACOMA,653.68,For,ANG K  405,,,,,,,,KRISTIN,NON PARTISAN,,,,,,,,,,,,
30541.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},31612,690119,32578,TWITJ--014, JEANNETTE TWITTY ,JEANNETTE TWITTY,PORT COMMISSIONER,PORT OF TACOMA,653.68,For,TWITJ--014,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30540.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},1349,686904,31211,KELLD  335,DEANNA KELLER DEANNA M ,KELLER DEANNA M,PORT COMMISSIONER,PORT OF TACOMA,653.68,For,KELLD  335,,,,,,,,DEANNA,NON PARTISAN,,,,,,,,,,,,
30539.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},35953,689651,32451,WISEA--024, AMBER WISE ,AMBER WISE,HOSPITAL COMMISSIONER,KING CO HOSP DIST 2 KIRKLAND,849.78,For,WISEA--024,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30538.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},1605,689293,32062,WISEJ  038,JULIE JULIE A WISE ,JULIE A WISE,COUNTY DIR OF ELECTIONS,KING CO,1568.82,For,WISEJ  038,,,,,,,,JULIE,NON PARTISAN,,,,,,,,,,,,
30537.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},1541,25639,24778,WILSJ  071,JOHN WILSON JOHN A ,WILSON JOHN A,COUNTY ASSESSOR,KING CO,1568.82,For,WILSJ  071,,,,,,,,JOHN,NON PARTISAN,,,,,,,,,,,,
30536.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},1459,689275,31864,CHO S  034,SAM SAM H. CHO ,SAM H. CHO,PORT COMMISSIONER,PORT OF SEATTLE,1568.82,For,CHO S  034,,,,,,,,SAM,NON PARTISAN,,,,,,,,,,,,
30535.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},8852,689525,32292,CALDJ  498,JANET CALDWELL JANET L ,CALDWELL JANET L,SCHOOL DIRECTOR,CLOVER PK SD 400,196.11,For,CALDJ  498,,,,,,,,JANET,NON PARTISAN,,,,,,,,,,,,
30534.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},35799,689371,32056,NUEVA--492, ANGELA NUEVACAMINA ,ANGELA NUEVACAMINA,CITY COUNCIL MEMBER,CITY OF REDMOND,130.74,For,NUEVA--492,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30533.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},1180,688956,31420,FELLF  109,FREDERIC FELLEMAN FREDERIC L ,FELLEMAN FREDERIC L,PORT COMMISSIONER,PORT OF SEATTLE,1568.82,For,FELLF  109,,,,,,,,FREDERIC,NON PARTISAN,,,,,,,,,,,,
30532.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},35286,689105,31680,MORIP--746, PATRICK M. MORIARTY ,PATRICK M. MORIARTY,SUPERIOR COURT JUDGE,SNOHOMISH CO SUPERIOR COURT,457.57,For,MORIP--746,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30531.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},1220,688967,31440,GOBEC  213,CINDY CINDY GOBEL ,CINDY GOBEL,COUNTY AUDITOR,SNOHOMISH CO,719.04,For,GOBEC  213,,,,,,,,CINDY,NON PARTISAN,,,,,,,,,,,,
30530.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},2051,689144,31745,MOSQT  102,TERESA TERESA C MOSQUEDA ,TERESA C MOSQUEDA,COUNTY COUNCIL MEMBER,KING CO,261.47,For,MOSQT  102,,,,,,,,TERESA,NON PARTISAN,,,,,,,,,,,,
30529.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},1153,545276,29362,DUNNM  203,MEGAN MEGAN DUNN ,MEGAN DUNN,COUNTY COUNCIL MEMBER,SNOHOMISH CO,196.10,For,DUNNM  203,,,,,,,,MEGAN,DEMOCRATIC,,,,,,,,,,,,
30528.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},1545,25772,24984,SOMED  272,DAVID SOMERS DAVID J ,SOMERS DAVID J,COUNTY EXECUTIVE,SNOHOMISH CO,719.04,For,SOMED  272,,,,,,,,DAVID,DEMOCRATIC,,,,,,,,,,,,
30527.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},36357,1220402,32794,TONGS--472, SARAH R TONGE ,SARAH R TONGE,PORT COMMISSIONER,PORT OF OLYMPIA,261.47,For,TONGS--472,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30526.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},36789,1625645,32968,SANDM--068, MAGDALENE SANDERS ,MAGDALENE SANDERS,PORT COMMISSIONER,PORT OF OLYMPIA,261.47,For,SANDM--068,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30525.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},26333,1223629,33461,VASAJ  115,JASMINE VASAVADA JASMINE B ,VASAVADA JASMINE B,PORT COMMISSIONER,PORT OF OLYMPIA,261.47,For,VASAJ  115,,,,,,,,JASMINE,NON PARTISAN,,,,,,,,,,,,
30524.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},35727,689270,31916,CLOUE--332, EMILY CLOUSE ,EMILY CLOUSE,COUNTY COMMISSIONER,THURSTON CO,130.74,For,CLOUE--332,,,,,,,,,DEMOCRATIC,,,,,,,,,,,,
30523.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},25394,689042,31581,FOURW  589,WAYNE FOURNIER WAYNE R ,FOURNIER WAYNE R,COUNTY COMMISSIONER,THURSTON CO,130.74,For,FOURW  589,,,,,,,,WAYNE,DEMOCRATIC,,,,,,,,,,,,
30522.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},2400,689552,32289,WISEM  203,MICHAEL MICHAEL S WISER ,MICHAEL S WISER,SCHOOL DIRECTOR,SPOKANE SD 081,130.74,For,WISEM  203,,,,,,,,MICHAEL,NON PARTISAN,,,,,,,,,,,,
30521.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},36136,884400,32612,TOPPG--191, GINA TOPP ,GINA TOPP,SCHOOL DIRECTOR,SEATTLE SCHOOL DIST 001,130.74,For,TOPPG--191,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30520.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},36768,1625624,32988,CARLD--114, DEBORAH CARLSEN ,DEBORAH CARLSEN,SCHOOL DIRECTOR,SEATTLE SCHOOL DIST 001,130.74,For,CARLD--114,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30519.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},11451,689592,32218,RANKE--109, ELIZA S. RANKIN ,ELIZA S. RANKIN,SCHOOL DIRECTOR,SEATTLE SCHOOL DIST 001,130.74,For,RANKE--109,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30518.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},30642,689486,32228,TRANH--041, HAN TRAN ,HAN TRAN,SCHOOL DIRECTOR,SELECT A JURISDICTION,261.47,For,TRANH--041,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30517.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},4914,689951,33690,WATSC  052,CAROLYN WATSON CAROLYN S ,WATSON CAROLYN S,SCHOOL DIRECTOR,BELLEVUE SD 405,130.74,For,WATSC  052,,,,,,,,CAROLYN,NON PARTISAN,,,,,,,,,,,,
30516.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},36876,1625732,33573,BALLM--638, MYRAH BALLENTINE ,MYRAH BALLENTINE,CIVIL SERVICE BOARD MEMBER,CITY OF TACOMA,130.74,For,BALLM--638,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30515.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},36019,689760,32587,BAROJ--512, JORGE BARON ,JORGE BARON,COUNTY COUNCIL MEMBER,KING CO,130.74,For,BAROJ--512,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30513.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},5474,689044,31568,KERSK  229,KATHLEEN KATHY KERSHNER ,KATHY KERSHNER,COUNTY COUNCIL MEMBER,WHATCOM CO,196.10,For,KERSK  229,,,,,,,,KATHLEEN,NON PARTISAN,,,,,,,,,,,,
30512.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},35562,689085,31647,SCANJ--243, JONATHAN S. SCANLON ,JONATHAN S. SCANLON,COUNTY COUNCIL MEMBER,WHATCOM CO,326.84,For,SCANJ--243,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30511.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},1655,689078,31636,SIDHS  264,SATPAL SATPAL SIDHU ,SATPAL SIDHU,COUNTY EXECUTIVE,WHATCOM CO,326.84,For,SIDHS  264,,,,,,,,SATPAL,NON PARTISAN,,,,,,,,,,,,
30510.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},1671,689086,31588,LEWIA  119,ANDREW ANDREW JOSEPH LEWIS ,ANDREW JOSEPH LEWIS,CITY COUNCIL MEMBER,CITY OF SEATTLE,130.74,For,LEWIA  119,,,,,,,,ANDREW,NON PARTISAN,,,,,,,,,,,,
30509.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},1352,689235,31839,STRAD  165,DAN DANIEL STRAUSS ,DANIEL STRAUSS,CITY COUNCIL MEMBER,CITY OF SEATTLE,130.74,For,STRAD  165,,,,,,,,DAN,NON PARTISAN,,,,,,,,,,,,
30507.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},35715,689259,31874,OBEYC--038, CHRISTIANA OBEYSUMNER ,CHRISTIANA OBEYSUMNER,CITY COUNCIL MEMBER,CITY OF SEATTLE,130.74,For,OBEYC--038,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30506.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},35610,689130,31698,DAVIR--286, RONALD PAUL DAVIS ,RONALD PAUL DAVIS,CITY COUNCIL MEMBER,CITY OF SEATTLE,130.74,For,DAVIR--286,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30505.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},35930,689609,32363,KLITK--429, KITTY (MELANIE) KLITZKE ,KITTY (MELANIE) KLITZKE,CITY COUNCIL MEMBER,CITY OF SPOKANE,130.74,For,KLITK--429,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
